Image_Name,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF,Class
0017MR0000510110100117C00_DRCL.JPG,5019,9486,9204,7214,5177,3819,2635,1925,1287,880,12992,3722.117967420381,90172682.55202848,10717147848.02083,0
0017MR0000510110100117I01_DRCL.JPG,9011,13757,9921,6211,3753,2280,1380,910,515,358,10817,2385.359699893813,81493559.73043427,5084805728.02179,1
0017MR0000510120100118C00_DRCL.JPG,5005,9092,9037,7324,5483,3870,2808,1909,1256,829,13168,3697.3494002939615,90724165.17380217,10522108491.081036,0
0017MR0000510120100118I01_DRCL.JPG,8682,13302,10022,6406,4053,2358,1488,857,590,360,10881,2382.695364433211,82376915.79057941,4998642161.680486,1
0017MR0000510130100119C00_DRCL.JPG,4938,8871,9061,7491,5481,3964,2726,1856,1269,901,13232,3737.450003673992,91244128.1883528,10662453586.45732,0
0017MR0000510130100119I01_DRCL.JPG,8316,13392,10277,6416,4005,2463,1471,851,507,380,11277,2422.9069680614257,83523042.56058717,5111582496.719459,1
0017MR0000510140100120C00_DRCL.JPG,5065,9548,9224,7357,5319,3763,2668,1739,1177,803,13076,3672.1236911196206,90213547.0090686,10465445246.526958,0
0017MR0000510140100120I01_DRCL.JPG,8918,14091,10117,5980,3760,2261,1314,807,514,337,10841,2356.751165429718,81149065.08939862,4955774723.529507,1
0017MR0000510150100121C00_DRCL.JPG,5000,9579,9537,7480,5242,3742,2632,1705,1088,772,13046,3600.897857323976,88841467.5787798,10252116537.90596,0
0017MR0000510150100121I01_DRCL.JPG,9088,14245,10269,6059,3644,2125,1285,719,431,274,10783,2349.036926734514,80546881.99937265,5021917705.225435,1
0017MR0000550000100122C00_DRCL.JPG,4472,9432,10294,8218,5875,3782,2474,1545,976,586,13508,3630.8757303398975,73339514.94906864,11645283920.620443,0
0017MR0000550000100122I01_DRCL.JPG,10357,16453,10976,5378,2515,1264,687,378,229,126,9518,2080.4708939590378,66600174.16320586,4726849181.065599,1
0017MR0000550010100123C00_DRCL.JPG,4982,10389,10625,8215,5500,3521,2162,1260,795,474,12738,3344.9090001674854,67732054.00772367,10622043518.28239,1
0017MR0000550010100123I01_DRCL.JPG,11420,17071,10646,4933,2262,989,523,298,173,96,8517,1976.9721798450623,63119326.289352015,4518014093.250961,1
0017MR0000550020100124C00_DRCL.JPG,5118,10241,10436,8274,5570,3508,2151,1275,822,479,12764,3378.086198603563,69392372.1349921,10646945530.779177,1
0017MR0000550020100124I01_DRCL.JPG,11493,16950,10319,5076,2272,1123,587,318,175,98,8548,2012.9814329352,64570830.304783374,4560468577.5571785,1
0017MR0000550030100125C00_DRCL.JPG,5084,10358,10408,8265,5629,3442,2195,1249,796,463,12900,3377.705124978533,69610003.48067111,10635903290.911968,1
0017MR0000550030100125I01_DRCL.JPG,11163,16730,10656,5185,2344,1162,577,285,187,109,8896,2006.4406109853612,64535423.62674381,4520865477.2404175,1
0017MR0000550040100126C00_DRCL.JPG,4196,8951,10062,8340,5940,4065,2726,1683,1046,630,13877,3611.352040108561,74520896.75139122,11434389581.111752,0
0017MR0000550040100126I01_DRCL.JPG,9384,15819,11109,6045,2986,1484,800,420,250,107,10258,2115.7107011383982,67458189.72586581,4823709903.209815,1
0017MR0000550070100129I01_DRCL.JPG,9485,15831,11613,5985,2838,1309,638,352,203,129,10299,2083.6509801883576,67067419.4451732,4712295686.476746,1
0017MR0000550080100130C00_DRCL.JPG,3947,8179,9419,8294,6307,4443,2978,1865,1234,793,14466,3713.157559884925,77276369.95506525,11703375909.842943,0
0017MR0000550080100130I01_DRCL.JPG,8580,14419,11412,6795,3619,1770,891,459,271,163,11290,2173.269843893387,69322741.90851368,4943175131.498299,1
0017MR0000550090100131C00_DRCL.JPG,3752,8132,9395,8311,6357,4478,3116,1934,1199,750,14571,3755.819548652711,77773882.41567168,11843531766.662132,0
0017MR0000550090100131I01_DRCL.JPG,8337,14436,11556,6683,3703,1859,914,472,262,157,11568,2191.91872495824,69957447.9899021,4985178577.612076,1
0017MR0000550100100132C00_DRCL.JPG,3928,8084,9421,8314,6294,4466,3041,1970,1211,714,14572,3724.4539619416296,77940331.86479606,11632384928.42597,0
0017MR0000550100100132I01_DRCL.JPG,8217,14439,11463,6891,3700,1804,939,488,280,159,11565,2212.4564711210387,70711095.38084887,5018249071.140875,1
0017MR0000550110100133C00_DRCL.JPG,4058,8085,9620,8461,6351,4374,3011,1813,1111,696,14960,3686.4427596344617,76761670.72461966,11573062175.537891,0
0017MR0000550110100133I01_DRCL.JPG,8249,14733,11648,6765,3653,1726,819,445,249,130,11714,2184.573955277024,69897007.79186356,4959559865.202874,1
0017MR0000550120100134C00_DRCL.JPG,3330,7450,8927,8096,6603,4814,3373,2183,1421,946,15018,3859.876642806457,80957230.78305113,12087780022.208944,0
0017MR0000550120100134I01_DRCL.JPG,7330,13448,11556,7520,4059,2136,1165,580,362,192,12564,2272.8709733381806,72404310.81771211,5193955114.06212,1
0017MR0000550130100135C00_DRCL.JPG,3532,7491,8838,8248,6488,4824,3279,2212,1460,874,15023,3835.8600719368687,80325686.29745716,12012671481.663397,0
0017MR0000550130100135I01_DRCL.JPG,7464,13494,11653,7194,4162,2139,1103,613,329,196,12058,2273.080085456353,72298956.92086542,5214853181.07878,1
0017MR0000550140100136C00_DRCL.JPG,3509,7588,9080,8264,6624,4781,3247,2069,1347,834,14895,3760.688486400068,79557267.35423893,11666191325.934326,0
0017MR0000550140100136I01_DRCL.JPG,7554,13723,11626,7396,3923,2002,1031,583,323,190,12252,2245.927568179096,72373037.72902834,5069709229.239174,1
0017MR0000550150100137C00_DRCL.JPG,3695,7649,9347,8479,6436,4641,3107,1988,1338,774,14815,3751.108803778014,78776791.2386872,11713736686.395176,0
0017MR0000550150100137I01_DRCL.JPG,7822,14039,11746,7249,3812,1827,1012,484,252,146,11932,2205.939608421012,70828922.89330503,4971057000.81072,1
0019ML0000530160100279C00_DRCL.JPG,6340,10134,7724,4403,2672,1598,1041,710,467,291,6019,2447.5294917957926,59291059.654930845,4967277702.956909,1
0019ML0000530160100279I01_DRCL.JPG,13698,11496,3880,1647,833,426,246,162,89,28,2903,1040.0209949642538,30084616.141651567,1160677480.8982978,2
0019ML0000540080100289C00_DRCL.JPG,41852,3045,625,69,2,0,1,0,4,23,413,632.6876179258571,24428995.36395495,1044864717.909952,2
0019ML0000540080100289I01_DRCL.JPG,38008,549,524,87,0,0,0,0,0,0,254,348.6422914073156,12358089.187128147,260701097.5630409,2
0019ML0000540090100290C00_DRCL.JPG,42648,2572,352,20,0,1,1,0,1,24,274,602.1272945977834,23160952.794623684,999013487.5536336,2
0019ML0000540090100290I01_DRCL.JPG,38070,528,476,94,0,0,0,0,0,0,254,327.5420301495156,11624380.830726309,242166848.27368557,2
0019ML0000540100100291C00_DRCL.JPG,43655,1675,244,16,2,1,1,0,1,30,257,570.966745957498,22098786.15468217,934548846.8692236,2
0019ML0000540100100291I01_DRCL.JPG,38063,426,650,29,0,0,0,0,0,0,254,316.0278270157758,11254594.82436761,231241452.4512809,2
0019ML0000540110100292C00_DRCL.JPG,44867,612,95,10,6,3,1,1,0,31,250,509.45424695527856,20186645.752241064,802085902.9200312,2
0019ML0000540110100292I01_DRCL.JPG,38111,374,683,0,0,0,0,0,0,0,254,287.30207072253603,10405034.916995866,191734545.3485544,2
0019ML0000540120100293C00_DRCL.JPG,44674,814,84,13,6,2,1,0,3,22,244,520.1748434051246,20426671.32179584,829617809.903386,2
0019ML0000540120100293I01_DRCL.JPG,38104,550,514,0,0,0,0,0,0,0,255,284.3918289413552,10350096.991598628,179375327.6104674,2
0019ML0000540130100294C00_DRCL.JPG,44992,567,28,5,0,1,1,3,4,28,228,493.9482944619664,19794663.74135193,769184828.9215547,2
0019ML0000540130100294I01_DRCL.JPG,38093,381,576,118,0,0,0,0,0,0,254,290.10849719051646,10565071.200598966,188948896.7179241,2
0019ML0000540140100295C00_DRCL.JPG,42237,3023,308,23,1,1,1,0,3,38,265,602.3536730521365,23281855.744121514,994721731.0778264,2
0019ML0000540140100295I01_DRCL.JPG,38109,571,464,24,0,0,0,0,0,0,254,335.28709873270225,11861132.378384568,259335168.4341505,2
0019ML0000540150100296C00_DRCL.JPG,41169,3731,557,113,18,3,3,1,0,38,466,646.7734316653155,24607973.40806689,1083880421.5187027,2
0019ML0000540150100296I01_DRCL.JPG,38077,497,514,80,0,0,0,0,0,0,254,352.46308430016865,12424218.446598357,285041021.2835514,2
0019ML0000540160100297C00_DRCL.JPG,39885,4789,737,145,26,9,3,0,7,33,492,677.793969751721,25842468.336155668,1131977320.6332517,2
0019ML0000540160100297I01_DRCL.JPG,37970,578,562,58,0,0,0,0,0,0,254,363.620233943375,12785519.947948791,294759830.0560204,2
0019ML0000540170100298C00_DRCL.JPG,39595,5006,790,144,53,2,4,1,3,36,510,687.6744439383513,26048386.360711377,1167651342.314329,2
0019ML0000540170100298I01_DRCL.JPG,37882,771,502,13,0,0,0,0,0,0,254,360.5710534428136,12603112.294610951,302644807.8982879,2
0019ML0000540180100299C00_DRCL.JPG,38914,5372,942,265,78,18,5,0,2,38,837,727.5013149281023,27505817.53901654,1237517037.2371688,2
0019ML0000540180100299I01_DRCL.JPG,37530,1008,531,99,0,0,0,0,0,0,258,384.9167302590992,13506260.120795308,328323235.4432246,2
0019ML0000540190100300C00_DRCL.JPG,38450,5586,1062,326,134,33,3,1,0,38,793,760.2684675734014,28443220.104390085,1331685778.2575836,2
0019ML0000540190100300I01_DRCL.JPG,37605,986,492,85,0,0,0,0,0,0,254,380.29259930103217,13359643.352836806,319868326.9459012,2
0019ML0000540200100301C00_DRCL.JPG,37533,6325,1286,314,120,15,1,0,9,46,763,750.692706604548,28204297.540014032,1310486692.8551795,2
0019ML0000540200100301I01_DRCL.JPG,37202,1357,522,87,0,0,0,0,0,0,254,391.3957851438613,13678633.265996763,343153952.4079868,2
0019ML0000540210100302C00_DRCL.JPG,33961,8546,2293,560,177,44,11,4,24,16,1308,833.2264057095906,31129257.646631923,1472215462.4362836,2
0019ML0000540210100302I01_DRCL.JPG,36681,1933,433,121,0,0,0,0,0,0,285,423.7268339498057,14776005.333425593,375339193.7630766,2
0019ML0000540220100303C00_DRCL.JPG,32675,10157,2138,464,114,35,9,6,14,13,940,864.5512379069532,31793163.91780514,1571132263.1993785,2
0019ML0000540220100303I01_DRCL.JPG,37504,1118,459,87,0,0,0,0,0,0,252,417.1771959033475,14583991.568193702,368607482.2406599,2
0019ML0000540230100304C00_DRCL.JPG,32526,10332,2128,418,123,48,23,8,16,17,1006,860.9611983887644,31801289.06399049,1538099273.9275937,2
0019ML0000540230100304I01_DRCL.JPG,37139,1413,570,46,0,0,0,0,0,0,298,423.44952681859866,14745664.62771187,377959373.0895671,2
0019ML0000540240100305C00_DRCL.JPG,31843,11011,2216,435,77,8,1,3,14,42,869,881.6866150847368,32150348.89047897,1612629357.9129558,2
0019ML0000540240100305I01_DRCL.JPG,37128,1525,405,110,0,0,0,0,0,0,255,424.0093082195453,14646557.375579624,382275992.14515793,2
0019ML0000540330100314C00_DRCL.JPG,22013,12331,5644,2597,1391,730,404,239,143,79,3685,1754.1885603731853,49338234.20228566,4257971312.94646,2
0019ML0000540330100314I01_DRCL.JPG,34398,3624,872,228,44,2,0,0,0,0,538,580.7789781293243,20102449.83724556,550823285.4667985,2
0019ML0000540340100315C00_DRCL.JPG,22740,12350,5203,2399,1174,722,430,261,178,113,3463,1662.427667999938,47713943.9437868,4033332365.966908,2
0019ML0000540340100315I01_DRCL.JPG,34411,3849,811,84,11,2,0,0,0,0,587,516.6356627295278,17944763.22438974,477866143.0731408,2
0019ML0000540350100316C00_DRCL.JPG,24353,11760,4604,2109,1125,637,419,255,182,127,3300,1596.97982558611,46142932.49707294,3829905668.659443,2
0019ML0000540350100316I01_DRCL.JPG,34154,3912,945,149,3,3,2,0,0,0,658,521.4096217907954,18095539.265353404,485719858.5570494,2
0019ML0000540360100317C00_DRCL.JPG,26681,11590,3990,1539,730,446,257,165,108,84,2653,1399.890695954456,41142621.40118157,3272376819.8704314,2
0019ML0000540360100317I01_DRCL.JPG,35351,2964,680,162,11,0,0,0,0,0,512,485.7871422539346,16881585.448902417,453810487.1297428,2
0019ML0000540370100318C00_DRCL.JPG,27821,11637,3739,1379,548,244,108,57,35,39,2428,1210.3112607342282,37157111.92460587,2698378430.0258737,2
0019ML0000540370100318I01_DRCL.JPG,35881,2644,550,92,1,0,0,0,0,0,262,459.21169025256654,15938911.61190726,414876000.6793469,2
0019ML0000540380100319C00_DRCL.JPG,28664,11368,3619,1201,409,167,64,51,55,29,2136,1119.109998179077,36246272.6407313,2377593939.879348,2
0019ML0000540380100319I01_DRCL.JPG,35157,3287,611,104,9,0,0,0,0,0,299,459.3727885231296,15970112.050031852,411422613.0905153,2
0019ML0000540390100320C00_DRCL.JPG,27944,11837,3715,1288,464,186,93,38,21,40,2343,1118.7157431034198,36403613.31268777,2350943688.986535,2
0019ML0000540390100320I01_DRCL.JPG,35817,2721,535,95,0,0,0,0,0,0,354,461.0014132814553,16010777.18617712,423044145.25324106,2
0019ML0000540400100321C00_DRCL.JPG,29507,10799,3258,1159,468,209,95,45,30,53,2069,1124.784734877176,36625246.70663338,2333288986.432997,2
0019ML0000540400100321I01_DRCL.JPG,36051,2405,588,119,5,0,0,0,0,0,337,452.2993133081676,15704453.22714014,404176234.23766303,2
0019ML0000540410100322C00_DRCL.JPG,32472,9580,2307,755,263,106,50,37,31,26,1306,996.3832840495832,33797546.54731719,1973469987.3880088,2
0019ML0000540410100322I01_DRCL.JPG,36403,1891,715,159,0,0,0,0,0,0,429,457.4058051783662,15790911.528718334,419052035.7215632,2
0019ML0000540420100323C00_DRCL.JPG,33596,9059,2042,583,213,64,23,12,14,30,1246,908.0810630480888,31922797.87854982,1736135237.507939,2
0019ML0000540420100323I01_DRCL.JPG,36533,1927,507,201,0,0,0,0,0,0,429,449.60460180012967,15608924.02078192,401456219.20856977,2
0019ML0000540430100324C00_DRCL.JPG,33997,9285,1772,330,113,53,26,17,10,39,863,876.7511786953736,30166955.801414825,1723356516.8052752,2
0019ML0000540430100324I01_DRCL.JPG,37582,980,510,96,0,0,0,0,0,0,257,418.37184776810216,14553918.955788914,373031931.52714974,2
0019ML0000540440100325C00_DRCL.JPG,33182,9814,1820,500,192,65,19,4,13,18,989,859.8140740219538,30478205.748629577,1645138044.085196,2
0019ML0000540440100325I01_DRCL.JPG,36364,1958,734,112,0,0,0,0,0,0,407,420.398442563234,14683687.412107496,371543014.0591593,2
0019ML0000540450100326C00_DRCL.JPG,32551,9359,2262,944,355,99,17,7,20,25,1792,878.5161183325638,31709206.90782086,1624337899.666461,2
0019ML0000540450100326I01_DRCL.JPG,34296,3788,889,193,2,0,0,0,0,0,704,460.32670025766055,16132298.8507804,411866766.249449,2
0019ML0000540460100327C00_DRCL.JPG,33950,8201,2146,895,289,68,20,11,15,46,1900,895.3446270748598,32318529.106640883,1632590782.5872283,2
0019ML0000540460100327I01_DRCL.JPG,34374,3880,796,118,0,0,0,0,0,0,469,482.0451484949105,16828254.00404767,425209325.3115903,2
0019ML0000540470100328C00_DRCL.JPG,34612,7525,2184,817,316,101,19,16,13,36,1869,841.0945528830033,30681995.635351345,1528991674.4894874,2
0019ML0000540470100328I01_DRCL.JPG,34055,4020,937,156,0,0,0,0,0,0,548,460.2305929745261,16016177.489395984,409836649.7283391,2
0019ML0000540480100329C00_DRCL.JPG,35444,6743,2074,802,307,124,82,18,9,31,1822,801.6979102820065,30132595.541175053,1402687150.7729087,2
0019ML0000540480100329I01_DRCL.JPG,33709,4061,1243,149,6,0,0,0,0,0,810,460.10381824383626,16102430.254054043,401291454.9340362,2
0019ML0000540490100330C00_DRCL.JPG,36768,6186,1595,560,231,169,76,10,5,20,1415,785.9818204169728,29733264.47484968,1353372699.705006,2
0019ML0000540490100330I01_DRCL.JPG,35362,2598,1051,157,0,0,0,0,0,0,510,462.8621394896708,16111019.556458298,406746693.0656749,2
0019ML0000540500100331C00_DRCL.JPG,38141,5527,1097,398,192,127,98,21,53,48,718,858.763293472671,29529338.22257255,1678959391.6647694,2
0019ML0000540500100331I01_DRCL.JPG,37385,1013,573,138,59,0,0,0,0,0,296,446.2270887301448,15785111.95658435,385871835.3588232,2
0019ML0000540510100332C00_DRCL.JPG,36728,6368,1409,537,309,136,83,38,70,71,876,873.6239640863545,29326773.483996145,1766242604.370015,2
0019ML0000540510100332I01_DRCL.JPG,37099,1453,523,83,10,0,0,0,0,0,330,421.682574069342,14853586.697130669,371645444.1241066,2
0019ML0000540520100333C00_DRCL.JPG,34139,8546,1857,562,289,112,33,20,27,35,858,974.8990065190608,31088174.55091857,2076683769.364616,2
0019ML0000540520100333I01_DRCL.JPG,37756,566,575,263,8,0,0,0,0,0,254,400.0462105038497,14015241.980415162,360658985.3578205,2
0019ML0000540530100334C00_DRCL.JPG,31065,10451,2615,768,375,172,82,33,24,41,1254,1086.8274444214496,33678343.5347377,2368803706.072325,2
0019ML0000540530100334I01_DRCL.JPG,37087,1484,536,61,0,0,0,0,0,0,363,451.94364806227895,15719428.4114265,413155105.0147594,2
0019ML0000540540100335C00_DRCL.JPG,30229,11093,2683,903,390,169,68,38,45,83,1058,1086.41153154102,33497124.98278113,2392258732.5414066,2
0019ML0000540540100335I01_DRCL.JPG,37385,871,482,302,114,14,0,0,0,0,255,427.54192031554254,14990276.310617616,379074216.63483685,2
0019ML0000540550100336C00_DRCL.JPG,26788,13044,3785,1118,435,206,108,44,34,31,1237,1220.8402300362193,35985950.601033024,2829566909.857181,2
0019ML0000540550100336I01_DRCL.JPG,37139,1233,619,152,19,6,0,0,0,0,320,425.9029806872618,14831978.729032438,383892122.5076255,2
0019ML0000540560100337C00_DRCL.JPG,24734,13546,4519,1525,679,336,144,55,39,43,2035,1303.6787562248196,37385860.49782443,3076531474.8532248,2
0019ML0000540560100337I01_DRCL.JPG,36828,1607,665,68,0,0,0,0,0,0,309,436.7269818099544,15166988.913513508,405840396.61057526,2
0019ML0000540570100338C00_DRCL.JPG,24458,13130,4482,1851,896,416,194,87,46,54,2558,1392.819735761148,39617384.6898294,3327167269.742432,2
0019ML0000540570100338I01_DRCL.JPG,36041,2261,697,145,24,0,0,0,0,0,386,490.1878580965512,17030464.492473416,466882547.4694322,2
0019ML0000540580100339C00_DRCL.JPG,22054,13742,5202,2264,1164,505,281,185,132,76,3037,1527.830832247838,42964477.67721883,3686917320.063783,2
0019ML0000540580100339I01_DRCL.JPG,35226,2738,883,240,78,3,0,0,0,0,506,523.6328717320381,18186101.589577347,513747326.61354494,2
0019ML0000540590100340C00_DRCL.JPG,19485,14953,5927,2442,1247,645,351,226,155,109,3417,1650.2649218645915,46081376.77554811,4012184617.84454,2
0019ML0000540590100340I01_DRCL.JPG,34503,3267,1054,287,57,0,0,0,0,0,575,549.8442080110698,18983755.40253185,550011386.8942059,2
0019ML0000540600100341C00_DRCL.JPG,17955,16172,6312,2531,1187,640,357,190,143,112,3170,1652.6623059841893,44983286.15913457,4134800978.705763,2
0019ML0000540600100341I01_DRCL.JPG,35566,2555,767,270,10,0,0,0,0,0,369,494.9509668222787,17137824.567615494,482031064.3916044,2
0019ML0000540610100342C00_DRCL.JPG,15851,15426,7633,3359,1542,773,460,240,154,137,4211,1808.1255813214136,47133423.2510334,4691778008.960073,1
0019ML0000540610100342I01_DRCL.JPG,34320,3740,917,156,35,0,0,0,0,0,515,517.4970339072383,18017400.1731885,512987284.6386226,2
0019ML0000540620100343C00_DRCL.JPG,13571,14774,8563,4306,2085,1022,544,308,195,124,5484,2010.7416740228496,49636663.17305865,5438326406.815068,1
0019ML0000540620100343I01_DRCL.JPG,34173,3857,906,225,7,0,0,0,0,0,439,527.0306864889692,18144450.3738348,546515332.041204,2
0019ML0000540630100344C00_DRCL.JPG,10258,14282,9428,4980,2735,1512,896,542,351,298,6914,2358.451991373167,58829243.937623486,6396063731.10945,1
0019ML0000540630100344I01_DRCL.JPG,30774,6741,1346,266,32,9,0,0,0,0,891,604.6231373843519,20821255.964700628,635191665.2939006,2
0019ML0000540640100345C00_DRCL.JPG,7482,12613,9889,6250,3538,2163,1405,852,587,408,8924,2644.378245745825,64875716.65339438,7282694401.330488,1
0019ML0000540640100345I01_DRCL.JPG,28556,8599,1537,375,85,12,4,0,0,0,1034,659.3972314748503,22623026.05371191,713744143.6951549,2
0019ML0000540650100346C00_DRCL.JPG,7223,12073,9516,6453,3935,2449,1600,946,603,421,9336,2765.719582452871,65777116.54079777,7789122787.68671,1
0019ML0000540650100346I01_DRCL.JPG,29269,7756,1565,443,87,35,13,0,0,0,1155,667.5000435664681,22841269.138410155,759243272.7135122,2
0019ML0000540660100347C00_DRCL.JPG,6455,11603,9979,6852,4083,2437,1670,1015,713,384,9632,2832.0934469012072,66478734.814681694,8037495136.254936,1
0019ML0000540660100347I01_DRCL.JPG,28795,8243,1659,387,69,15,0,0,0,0,1167,648.5724403827531,22172548.23628028,729943347.4216558,2
0019ML0000540670100348B00_DRCL.JPG,5903,11342,10277,6947,4391,2629,1648,1059,631,415,10082,2855.426527415584,65698760.78188282,8214070898.329731,1
0019ML0000540670100348I01_DRCL.JPG,29911,7784,1248,196,25,4,0,0,0,0,732,610.4108970409134,20892493.084736142,691974871.7149943,2
0019ML0000540680100349B00_DRCL.JPG,3868,8772,9734,7877,5473,3670,2405,1497,958,602,12884,3251.2932838792462,75144110.4954204,9372915954.98596,1
0019ML0000540680100349I01_DRCL.JPG,22324,12392,3309,840,225,64,11,3,0,0,2395,776.0303794764931,26505466.672546554,902535710.013868,2
0019ML0000540690100350B00_DRCL.JPG,3946,8738,9282,7865,5554,3707,2471,1627,981,653,12726,3262.7742211262407,76709845.46398026,9277126065.984377,1
0019ML0000540690100350I01_DRCL.JPG,21460,13000,3277,973,326,89,33,8,2,0,2456,802.9194735307867,27621945.569438115,934771083.4995987,2
0019ML0000540700100351B00_DRCL.JPG,4071,9124,9934,7980,5405,3606,2293,1348,866,492,12480,3129.6602378955067,73224831.18423766,8902805667.911638,1
0019ML0000540700100351I01_DRCL.JPG,23772,11873,2684,650,160,26,3,0,0,0,1825,745.8238044501315,25489275.264772512,863999419.4205174,2
0019ML0000540710100352B00_DRCL.JPG,4301,9591,10016,7863,5365,3382,2087,1235,793,490,12005,3092.7862454036995,70094546.05317071,9002631146.306145,1
0019ML0000540710100352I01_DRCL.JPG,24707,11741,2196,423,78,23,0,0,0,0,1761,696.334306494712,23789184.032060243,796252356.435258,2
0019ML0000540720100353B00_DRCL.JPG,5152,10605,10362,7513,4719,2825,1826,1065,696,422,11055,2950.915770592336,67325921.76193081,8490020616.805594,1
0019ML0000540720100353I01_DRCL.JPG,26941,9745,1973,429,71,9,0,0,0,0,1374,677.0649840421507,23277150.298585974,744328408.8323038,2
0019ML0000540730100354B00_DRCL.JPG,5954,12029,10390,6932,4247,2538,1457,931,552,287,9957,2741.745776320397,62595430.90302748,7878062157.672856,1
0019ML0000540730100354I01_DRCL.JPG,29245,8069,1514,273,53,13,1,0,0,0,966,617.3268849349854,21199009.24160132,669423603.671119,2
0019ML0000540740100355C00_DRCL.JPG,7440,13292,10308,6276,3554,1953,1181,695,425,284,8167,2547.275615238031,60941702.16032172,7109339338.359536,1
0019ML0000540740100355I01_DRCL.JPG,29487,7712,1578,318,45,22,6,0,0,0,1010,638.5874678565918,21898333.223330263,699430536.9840779,2
0019ML0000540750100356C00_DRCL.JPG,9336,14392,9849,5308,2995,1606,927,564,332,205,7161,2313.2741106976964,56070988.87550543,6348540321.164292,1
0019ML0000540750100356I01_DRCL.JPG,31266,6125,1400,313,48,16,0,0,0,0,924,616.8939444951819,21004923.91987335,681229335.1075054,2
0019ML0000540760100357C00_DRCL.JPG,9849,14374,9239,5135,2897,1732,1007,590,413,227,7162,2326.2666855000534,58381674.78901306,6194867276.560954,1
0019ML0000540760100357I01_DRCL.JPG,30937,6477,1369,311,66,8,0,0,0,0,874,625.3574518681394,21669483.860092327,672156807.9419681,2
0019ML0000540770100358C00_DRCL.JPG,11005,15114,8860,4819,2444,1391,823,505,333,182,6185,2197.0308547371174,56133929.91662435,5763057736.324765,1
0019ML0000540770100358I01_DRCL.JPG,33441,4460,992,198,69,8,0,0,0,0,605,591.3670898440353,20428868.51448905,625178327.5594057,2
0019ML0000540780100359C00_DRCL.JPG,14063,15928,7957,3740,1859,1003,490,311,155,106,4583,1872.2788994927575,47465983.021299705,4933973070.9469385,1
0019ML0000540780100359I01_DRCL.JPG,35622,2849,576,101,20,0,0,0,0,0,315,504.4481046602115,17513292.063880708,506931954.4586641,2
0019ML0000540790100360C00_DRCL.JPG,16172,16019,7227,3094,1500,778,404,208,118,118,3895,1707.5039301409895,44348724.069069,4395113797.702675,2
0019ML0000540790100360I01_DRCL.JPG,35729,2880,502,57,0,0,0,0,0,0,355,504.84996939623335,17446239.85662233,516186714.5207228,2
0019ML0000540800100361C00_DRCL.JPG,17339,15812,6754,2801,1385,696,404,202,119,110,3734,1678.3999430454114,43967604.800904885,4304023104.91253,2
0019ML0000540800100361I01_DRCL.JPG,36494,2052,575,47,0,0,0,0,0,0,307,472.3050453112992,16401544.934197225,462227090.4663079,2
0019ML0000540810100362C00_DRCL.JPG,23482,14320,4701,1681,699,361,175,93,53,41,2047,1395.9746578906474,38331920.44776943,3431253306.129894,2
0019ML0000540810100362I01_DRCL.JPG,37436,1019,627,86,0,0,0,0,0,0,254,431.0189162579952,14912486.168970952,410572573.9191039,2
0019ML0000540820100363C00_DRCL.JPG,27662,12761,3234,1048,473,200,116,55,36,39,1410,1200.7659815775016,34329847.828262866,2842508470.106844,2
0019ML0000540820100363I01_DRCL.JPG,37745,729,610,84,0,0,0,0,0,0,255,391.0021273659521,13620393.821351364,354467548.61911714,2
0019ML0000540830100364C00_DRCL.JPG,29774,11919,2588,776,295,128,63,35,19,16,934,1094.0257768497393,31741391.88491564,2539161373.8060613,2
0019ML0000540830100364I01_DRCL.JPG,37967,583,533,85,0,0,0,0,0,0,254,375.170481581094,13112222.15914816,328133798.8990954,2
0019ML0000540840100365C00_DRCL.JPG,32913,9806,1912,566,240,94,33,22,11,27,807,990.891820112478,29875337.67666117,2214386054.980889,2
0019ML0000540840100365I01_DRCL.JPG,38024,615,489,40,0,0,0,0,0,0,254,352.20330437262254,12272983.487686465,301552325.48401254,2
0019ML0000540850100366C00_DRCL.JPG,35289,8343,1353,394,117,63,25,9,13,27,586,904.9415307233844,28216298.01843954,1963527956.5914967,2
0019ML0000540850100366I01_DRCL.JPG,38095,457,535,81,0,0,0,0,0,0,254,344.3182323161366,12100925.883969186,285879536.6252544,2
0019ML0000540860100367C00_DRCL.JPG,36368,7472,2118,813,447,210,126,47,69,51,2081,1445.4412381943764,46304408.06607861,2857218630.2995496,2
0019ML0000540860100367I01_DRCL.JPG,38669,5328,1590,560,271,202,205,248,253,138,1819,1210.228066890277,42939853.49923436,2066009953.3741248,2
0019ML0000540870100368C00_DRCL.JPG,33036,10402,2614,778,362,203,160,66,60,60,1904,1529.2060462299687,47688934.78767565,3165416623.768239,2
0019ML0000540870100368I01_DRCL.JPG,37566,6851,1367,449,210,215,191,290,233,145,1518,1234.6031096310571,43245472.240079,2157123735.4935584,2
0019ML0000540880100369C00_DRCL.JPG,28405,13096,3830,1235,496,260,185,90,72,83,2497,1712.5983144912514,51422570.6618218,3779225877.629214,2
0019ML0000540880100369I01_DRCL.JPG,33870,9653,2115,572,250,188,207,254,264,147,1811,1300.8589823685716,44791172.76086208,2318707031.456912,2
